species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Dream,45.8,17.3,195.0,5550.0,FEMALE
Adelie,Dream,34.5,17.7,230.0,3200.0,MALE
Adelie,Biscoe,45.4,18.8,216.0,4600.0,MALE
Adelie,Torgersen,39.6,15.0,210.0,5250.0,MALE
Gentoo,Torgersen,46.1,18.6,187.0,4150.0,MALE
Adelie,Dream,33.1,18.5,225.0,5550.0,FEMALE
Chinstrap,Torgersen,46.5,15.6,187.0,4100.0,FEMALE
Adelie,Torgersen,36.5,17.6,196.0,6000.0,MALE
Gentoo,Dream,45.2,13.7,178.0,4375.0,MALE
Adelie,Biscoe,41.1,18.1,184.0,4900.0,MALE
Chinstrap,Dream,36.4,15.5,195.0,4050.0,MALE
Gentoo,Torgersen,51.5,16.3,187.0,3300.0,MALE
Gentoo,Biscoe,51.9,14.5,196.0,4600.0,MALE
Gentoo,Dream,45.5,18.5,210.0,3900.0,MALE
Chinstrap,Biscoe,40.3,19.8,188.0,3450.0,MALE
Gentoo,Biscoe,50.0,14.3,201.0,3500.0,FEMALE
Gentoo,Biscoe,39.7,18.9,219.0,3875.0,MALE
Gentoo,Torgersen,44.5,18.6,222.0,3400.0,FEMALE
Gentoo,Torgersen,40.6,18.9,231.0,3050.0,FEMALE
Chinstrap,Torgersen,41.5,15.9,208.0,4400.0,MALE
Chinstrap,Biscoe,45.7,19.5,210.0,5200.0,MALE
Gentoo,Biscoe,40.9,14.2,185.0,3550.0,FEMALE
Adelie,Torgersen,39.5,17.0,190.0,5050.0,MALE
Gentoo,Biscoe,49.1,15.8,180.0,3600.0,FEMALE
Gentoo,Torgersen,37.9,18.7,191.0,5400.0,MALE
Chinstrap,Dream,36.8,16.8,224.0,5950.0,FEMALE
Gentoo,Dream,41.3,18.6,214.0,3950.0,MALE
Chinstrap,Biscoe,41.7,19.8,221.0,3350.0,MALE
Chinstrap,Torgersen,36.6,14.8,216.0,3650.0,MALE
Adelie,Dream,41.8,14.6,220.0,3650.0,MALE
Gentoo,Dream,40.3,17.5,195.0,3900.0,FEMALE
Chinstrap,Torgersen,44.5,14.8,194.0,3600.0,FEMALE
Gentoo,Torgersen,50.7,17.5,199.0,3350.0,FEMALE
Adelie,Biscoe,37.2,20.0,187.0,4450.0,MALE
Adelie,Dream,42.8,18.4,230.0,5350.0,FEMALE
Chinstrap,Dream,39.7,18.7,195.0,5800.0,FEMALE
Gentoo,Dream,47.0,17.0,181.0,5500.0,FEMALE
Chinstrap,Biscoe,59.6,16.6,189.0,4975.0,MALE
Chinstrap,Dream,40.2,15.0,224.0,4050.0,MALE
Chinstrap,Dream,44.5,19.2,209.0,3250.0,FEMALE
Chinstrap,Dream,36.4,18.4,218.0,5300.0,FEMALE
Adelie,Torgersen,38.6,17.2,220.0,5000.0,FEMALE
Gentoo,Dream,50.0,16.6,190.0,4750.0,MALE
Gentoo,Dream,50.5,18.1,184.0,3950.0,MALE
Chinstrap,Biscoe,46.8,14.0,180.0,3500.0,FEMALE
Gentoo,Dream,50.8,16.1,202.0,3625.0,MALE
Chinstrap,Torgersen,46.7,19.2,187.0,3500.0,MALE
Gentoo,Dream,50.7,17.3,226.0,2900.0,MALE
Chinstrap,Torgersen,34.4,14.2,195.0,4100.0,FEMALE
Chinstrap,Dream,43.1,17.1,212.0,5700.0,MALE
Gentoo,Biscoe,49.6,17.8,191.0,4750.0,FEMALE
Gentoo,Biscoe,41.3,19.0,216.0,5800.0,FEMALE
Chinstrap,Dream,50.4,17.5,186.0,3425.0,FEMALE
Adelie,Dream,49.6,18.0,199.0,3650.0,MALE
Gentoo,Biscoe,39.0,18.1,203.0,5350.0,FEMALE
Chinstrap,Dream,43.4,18.5,187.0,3325.0,MALE
Gentoo,Biscoe,42.0,17.4,218.0,4050.0,MALE
Adelie,Torgersen,43.8,14.3,209.0,3325.0,MALE
Gentoo,Biscoe,58.0,17.0,219.0,4100.0,FEMALE
Adelie,Dream,49.3,17.3,191.0,5150.0,MALE
Chinstrap,Dream,48.2,18.7,225.0,3700.0,FEMALE
Chinstrap,Dream,39.7,13.5,189.0,4075.0,MALE
Chinstrap,Dream,41.1,18.4,191.0,3400.0,MALE
Chinstrap,Biscoe,41.3,20.0,186.0,5750.0,MALE
Adelie,Biscoe,52.2,18.7,191.0,5650.0,MALE
Adelie,Dream,49.8,15.0,194.0,3975.0,FEMALE
Adelie,Biscoe,51.1,18.8,184.0,3850.0,MALE
Adelie,Torgersen,50.5,20.2,199.0,4725.0,FEMALE
Chinstrap,Dream,40.3,16.5,191.0,3250.0,MALE
Adelie,Dream,46.8,19.4,197.0,3075.0,MALE
Gentoo,Dream,40.9,18.6,193.0,6300.0,MALE
Chinstrap,Torgersen,52.0,13.5,190.0,3950.0,MALE
Adelie,Dream,39.5,16.1,225.0,5400.0,FEMALE
Gentoo,Dream,49.7,19.8,197.0,4575.0,MALE
Gentoo,Torgersen,41.6,15.8,191.0,4300.0,FEMALE
Chinstrap,Dream,40.2,17.6,180.0,3500.0,FEMALE
Gentoo,Biscoe,40.8,16.3,198.0,3350.0,FEMALE
Chinstrap,Torgersen,45.9,19.0,213.0,3400.0,MALE
Gentoo,Biscoe,34.6,15.9,184.0,5400.0,MALE
Chinstrap,Dream,51.3,14.2,185.0,4150.0,MALE
Chinstrap,Dream,50.6,14.8,209.0,5400.0,FEMALE
Chinstrap,Torgersen,45.2,14.6,184.0,3900.0,FEMALE
Chinstrap,Biscoe,46.4,15.7,222.0,3700.0,MALE
Adelie,Torgersen,49.5,20.7,185.0,3950.0,MALE
Adelie,Dream,45.4,14.7,210.0,3700.0,MALE
Gentoo,Dream,47.6,15.8,189.0,4925.0,FEMALE
Gentoo,Biscoe,38.1,15.9,187.0,4700.0,FEMALE
Gentoo,Torgersen,44.1,18.6,228.0,4400.0,MALE
Gentoo,Dream,37.6,20.3,222.0,5050.0,FEMALE
Gentoo,Torgersen,36.2,15.0,200.0,3900.0,FEMALE
Gentoo,Torgersen,33.1,18.8,195.0,3400.0,FEMALE
Adelie,Dream,50.1,16.8,202.0,5450.0,MALE
Chinstrap,Biscoe,51.4,17.0,217.0,4400.0,MALE
Adelie,Biscoe,49.4,17.6,197.0,3800.0,FEMALE
Adelie,Torgersen,36.6,14.2,221.0,4350.0,FEMALE
Gentoo,Biscoe,49.5,19.0,222.0,3325.0,FEMALE
Adelie,Biscoe,49.0,16.4,195.0,4000.0,MALE
Gentoo,Dream,39.5,16.1,191.0,4450.0,MALE
Chinstrap,Biscoe,45.2,14.2,191.0,4150.0,MALE
Gentoo,Biscoe,49.0,17.8,189.0,3500.0,FEMALE
Chinstrap,Biscoe,50.8,17.5,190.0,4850.0,MALE
Gentoo,Dream,45.2,16.0,193.0,4000.0,MALE
Gentoo,Dream,40.5,13.1,225.0,3550.0,FEMALE
Adelie,Dream,46.2,17.0,190.0,3675.0,FEMALE
Chinstrap,Biscoe,50.0,18.3,187.0,5650.0,FEMALE
Adelie,Torgersen,46.5,16.6,191.0,2900.0,FEMALE
Chinstrap,Torgersen,46.7,17.5,184.0,3750.0,FEMALE
Adelie,Biscoe,40.5,14.0,195.0,3700.0,MALE
Adelie,Torgersen,36.3,16.7,199.0,5550.0,FEMALE
Adelie,Biscoe,47.5,20.3,188.0,3800.0,MALE
Adelie,Biscoe,36.6,18.9,230.0,3900.0,FEMALE
Gentoo,Biscoe,46.5,17.8,215.0,5550.0,FEMALE
Adelie,Biscoe,34.5,18.9,228.0,3800.0,MALE
Adelie,Biscoe,41.0,17.1,203.0,3700.0,FEMALE
Gentoo,Biscoe,43.1,20.8,199.0,4700.0,MALE
Adelie,Biscoe,41.5,18.0,211.0,5100.0,MALE
Chinstrap,Dream,48.6,13.7,181.0,5000.0,MALE
Chinstrap,Biscoe,34.1,18.5,221.0,3900.0,FEMALE
Gentoo,Dream,44.5,21.2,203.0,3600.0,MALE
Chinstrap,Torgersen,48.5,15.8,193.0,5950.0,FEMALE
Adelie,Torgersen,48.4,18.7,228.0,3450.0,MALE
Chinstrap,Torgersen,34.6,14.7,198.0,4100.0,FEMALE
Gentoo,Biscoe,42.5,17.3,183.0,3950.0,FEMALE
Adelie,Torgersen,39.0,13.2,184.0,3350.0,FEMALE
Gentoo,Biscoe,51.1,17.7,187.0,4750.0,FEMALE
Chinstrap,Dream,45.3,18.5,191.0,5950.0,FEMALE
Chinstrap,Dream,39.7,20.0,189.0,3800.0,FEMALE
Chinstrap,Biscoe,35.6,20.3,196.0,4875.0,MALE
Gentoo,Biscoe,36.5,14.5,219.0,6000.0,FEMALE
Gentoo,Biscoe,39.6,15.3,196.0,3650.0,FEMALE
Adelie,Torgersen,45.7,18.0,222.0,3700.0,FEMALE
Chinstrap,Dream,51.0,17.9,210.0,4050.0,MALE
Adelie,Biscoe,42.5,14.5,192.0,4950.0,MALE
Chinstrap,Torgersen,49.1,13.8,217.0,3325.0,FEMALE
Adelie,Biscoe,43.2,17.8,208.0,4750.0,FEMALE
Adelie,Dream,46.4,19.8,214.0,3800.0,FEMALE
Chinstrap,Dream,48.2,15.1,230.0,4450.0,MALE
Gentoo,Dream,41.7,17.1,196.0,5500.0,FEMALE
Gentoo,Biscoe,45.5,17.9,188.0,4550.0,MALE
Adelie,Dream,45.7,19.1,197.0,5800.0,MALE
Chinstrap,Biscoe,39.7,16.3,184.0,3150.0,MALE
Chinstrap,Torgersen,44.4,17.0,190.0,3450.0,MALE
Chinstrap,Torgersen,47.0,17.2,186.0,3700.0,MALE
Chinstrap,Torgersen,35.7,14.6,188.0,3950.0,MALE
Chinstrap,Dream,49.5,14.2,207.0,4300.0,MALE
Chinstrap,Torgersen,35.9,18.4,205.0,3400.0,FEMALE
Gentoo,Biscoe,46.1,16.6,225.0,3750.0,MALE
Chinstrap,Dream,49.6,16.6,195.0,3475.0,MALE
Gentoo,Biscoe,45.5,21.2,203.0,5600.0,FEMALE
Gentoo,Torgersen,41.3,19.0,198.0,4475.0,MALE
Gentoo,Biscoe,45.1,16.0,178.0,5000.0,FEMALE
Adelie,Biscoe,49.7,18.0,187.0,3525.0,FEMALE
Gentoo,Dream,37.7,14.5,215.0,3050.0,FEMALE
Chinstrap,Dream,46.4,17.8,181.0,4950.0,FEMALE
Chinstrap,Torgersen,49.4,18.6,215.0,3825.0,FEMALE
Gentoo,Dream,42.7,13.7,188.0,3950.0,FEMALE
Adelie,Biscoe,54.2,18.9,192.0,5250.0,MALE
Gentoo,Biscoe,45.9,16.7,212.0,5400.0,FEMALE
Adelie,Dream,37.6,16.8,196.0,5850.0,MALE
Chinstrap,Biscoe,43.3,15.0,180.0,2900.0,FEMALE
Chinstrap,Biscoe,45.6,20.0,190.0,6000.0,MALE
Adelie,Dream,46.5,18.7,190.0,3800.0,FEMALE
Gentoo,Dream,46.7,15.8,196.0,3300.0,FEMALE
Chinstrap,Torgersen,49.3,13.7,203.0,3500.0,FEMALE
Gentoo,Biscoe,40.5,17.3,200.0,3500.0,FEMALE
Chinstrap,Dream,40.2,17.4,190.0,5100.0,MALE
Gentoo,Dream,36.6,14.8,181.0,3800.0,MALE
Adelie,Dream,36.2,13.8,190.0,3750.0,FEMALE
Chinstrap,Dream,47.0,16.6,190.0,3250.0,MALE
Gentoo,Biscoe,50.2,18.2,209.0,3950.0,FEMALE
Gentoo,Dream,36.6,18.0,196.0,4675.0,MALE
Gentoo,Biscoe,50.4,14.2,205.0,5100.0,MALE
Chinstrap,Dream,46.2,13.7,210.0,3500.0,FEMALE
Chinstrap,Biscoe,41.5,14.2,216.0,3300.0,MALE
Chinstrap,Dream,42.9,19.0,193.0,3750.0,MALE
Gentoo,Biscoe,39.1,15.0,224.0,3475.0,MALE
Chinstrap,Torgersen,42.1,19.0,219.0,3150.0,MALE
Adelie,Torgersen,42.3,19.2,198.0,3750.0,MALE
Chinstrap,Biscoe,45.2,17.9,188.0,3400.0,MALE
Gentoo,Biscoe,46.5,16.2,187.0,3450.0,MALE
Chinstrap,Dream,47.8,17.2,179.0,5150.0,MALE
Adelie,Biscoe,34.6,18.5,200.0,4500.0,FEMALE
Adelie,Dream,49.0,13.7,198.0,4875.0,MALE
Gentoo,Torgersen,39.7,14.8,188.0,3700.0,FEMALE
Chinstrap,Biscoe,33.1,14.2,201.0,3775.0,FEMALE
Gentoo,Dream,42.0,17.9,212.0,5500.0,MALE
Gentoo,Dream,44.1,17.9,185.0,4450.0,FEMALE
Chinstrap,Torgersen,43.5,14.5,208.0,5750.0,MALE
Adelie,Dream,39.6,18.5,196.0,4925.0,FEMALE
Adelie,Dream,45.7,15.8,189.0,3900.0,FEMALE
Gentoo,Torgersen,40.3,15.9,209.0,3700.0,MALE
Chinstrap,Dream,41.6,16.3,192.0,4075.0,FEMALE
Chinstrap,Torgersen,40.6,18.9,178.0,5500.0,FEMALE
Chinstrap,Biscoe,48.5,19.2,195.0,5000.0,MALE
Chinstrap,Dream,35.6,18.6,190.0,4550.0,MALE
Chinstrap,Torgersen,55.1,18.6,205.0,3675.0,FEMALE
Chinstrap,Biscoe,38.8,14.7,210.0,4300.0,FEMALE
Chinstrap,Torgersen,50.2,18.4,209.0,4400.0,MALE
Chinstrap,Biscoe,38.6,15.0,181.0,3950.0,MALE
Gentoo,Torgersen,46.2,17.7,217.0,4200.0,FEMALE
Adelie,Dream,51.3,13.7,229.0,3000.0,MALE
Chinstrap,Dream,50.5,19.0,221.0,3750.0,MALE
Gentoo,Biscoe,47.6,16.0,191.0,4500.0,MALE
Adelie,Torgersen,34.1,17.9,189.0,3950.0,MALE
Gentoo,Dream,42.1,19.6,188.0,4200.0,FEMALE
Adelie,Dream,45.4,16.3,192.0,3150.0,FEMALE
Gentoo,Dream,50.4,17.0,190.0,4075.0,FEMALE
Adelie,Biscoe,38.1,13.9,191.0,2850.0,MALE
Adelie,Biscoe,48.4,15.1,185.0,3725.0,FEMALE
Adelie,Biscoe,45.5,18.3,225.0,4000.0,MALE
Gentoo,Biscoe,42.6,14.3,216.0,4600.0,MALE
Gentoo,Dream,45.0,16.8,222.0,3650.0,FEMALE
Chinstrap,Torgersen,46.5,15.9,195.0,3600.0,FEMALE
Adelie,Biscoe,37.8,15.2,178.0,3900.0,FEMALE
Adelie,Biscoe,47.6,13.3,203.0,5150.0,MALE
Chinstrap,Dream,40.7,18.6,222.0,3050.0,MALE
Gentoo,Dream,51.5,17.9,198.0,5800.0,MALE
Adelie,Biscoe,40.8,14.5,178.0,4725.0,MALE
Adelie,Torgersen,41.1,14.5,221.0,5700.0,MALE
Chinstrap,Dream,38.5,19.5,186.0,3775.0,MALE
Adelie,Torgersen,51.1,15.0,214.0,4000.0,FEMALE
Chinstrap,Torgersen,40.8,19.4,230.0,3450.0,FEMALE
Gentoo,Biscoe,37.8,15.9,230.0,3700.0,FEMALE
Gentoo,Torgersen,47.7,13.8,190.0,5400.0,MALE
Chinstrap,Dream,41.0,16.5,201.0,4250.0,MALE
Chinstrap,Dream,35.7,18.6,211.0,3450.0,MALE
Gentoo,Biscoe,45.4,18.2,225.0,5550.0,MALE
Chinstrap,Biscoe,35.2,14.5,215.0,4300.0,MALE
Gentoo,Biscoe,46.5,14.0,186.0,5700.0,MALE
Gentoo,Biscoe,46.4,18.4,230.0,3250.0,MALE
Gentoo,Biscoe,48.7,16.3,187.0,4750.0,FEMALE
Chinstrap,Torgersen,46.1,15.0,228.0,3625.0,MALE
Adelie,Torgersen,45.2,14.3,195.0,3675.0,MALE
Gentoo,Biscoe,43.5,13.4,195.0,3525.0,MALE
Gentoo,Biscoe,35.0,19.0,182.0,3525.0,MALE
Chinstrap,Torgersen,45.7,20.3,185.0,4500.0,FEMALE
Gentoo,Dream,37.8,19.0,208.0,5250.0,FEMALE
Chinstrap,Biscoe,38.9,16.6,188.0,4300.0,FEMALE
Chinstrap,Torgersen,47.3,18.5,184.0,4625.0,FEMALE
Chinstrap,Dream,50.0,17.5,196.0,3500.0,FEMALE
Adelie,Torgersen,36.0,19.8,225.0,4875.0,FEMALE
Chinstrap,Dream,50.1,16.5,199.0,3600.0,MALE
Chinstrap,Biscoe,44.4,19.8,208.0,4700.0,FEMALE
Adelie,Torgersen,39.6,17.1,225.0,4475.0,FEMALE
Gentoo,Biscoe,40.7,14.2,185.0,3950.0,FEMALE
Gentoo,Biscoe,46.8,18.4,222.0,5150.0,FEMALE
Chinstrap,Torgersen,43.8,14.4,216.0,2850.0,MALE
Gentoo,Dream,40.9,18.7,200.0,5000.0,MALE
Gentoo,Torgersen,46.1,15.7,226.0,4650.0,FEMALE
Adelie,Biscoe,50.0,16.6,210.0,3950.0,FEMALE
Gentoo,Torgersen,48.4,17.8,218.0,3500.0,FEMALE
Gentoo,Torgersen,40.6,18.9,210.0,4975.0,MALE
Chinstrap,Biscoe,40.8,18.6,212.0,3550.0,MALE
Chinstrap,Torgersen,45.8,17.3,193.0,3800.0,MALE
Chinstrap,Torgersen,40.9,15.9,223.0,3450.0,MALE
Adelie,Dream,40.6,19.1,220.0,3075.0,MALE
Adelie,Torgersen,39.2,14.5,201.0,4850.0,MALE
Chinstrap,Biscoe,49.5,18.6,213.0,4350.0,FEMALE
Gentoo,Biscoe,40.2,18.6,196.0,3900.0,FEMALE
Chinstrap,Dream,50.5,19.0,230.0,4900.0,FEMALE
Gentoo,Biscoe,51.5,19.3,217.0,4300.0,FEMALE
Adelie,Torgersen,44.1,15.2,190.0,4100.0,MALE
Gentoo,Biscoe,50.0,14.8,230.0,3300.0,FEMALE
Adelie,Torgersen,51.7,19.0,199.0,3450.0,MALE
Gentoo,Torgersen,40.2,20.2,192.0,3350.0,MALE
Adelie,Dream,49.0,18.8,192.0,3450.0,FEMALE
Chinstrap,Dream,50.5,16.0,185.0,3700.0,FEMALE
Chinstrap,Biscoe,37.8,17.1,185.0,4550.0,MALE
Gentoo,Biscoe,50.4,18.3,221.0,4300.0,FEMALE
Chinstrap,Torgersen,44.9,13.7,192.0,5500.0,FEMALE
Adelie,Dream,49.6,16.0,189.0,3650.0,FEMALE
Adelie,Torgersen,35.5,18.1,187.0,5400.0,FEMALE
Gentoo,Torgersen,47.5,17.1,190.0,4650.0,FEMALE
Adelie,Dream,47.2,18.6,195.0,5200.0,MALE
Adelie,Torgersen,36.0,17.5,185.0,4950.0,FEMALE
Chinstrap,Torgersen,38.7,17.2,203.0,3325.0,MALE
Chinstrap,Torgersen,46.8,14.4,190.0,2850.0,MALE
Gentoo,Biscoe,45.9,15.0,210.0,3300.0,FEMALE
Chinstrap,Biscoe,50.2,18.2,187.0,3800.0,FEMALE
Chinstrap,Torgersen,40.8,15.7,220.0,3500.0,MALE
Gentoo,Biscoe,44.9,14.5,203.0,3900.0,FEMALE
Adelie,Torgersen,40.2,14.3,191.0,4600.0,MALE
Gentoo,Biscoe,37.2,15.8,191.0,5200.0,MALE
Gentoo,Biscoe,35.5,18.9,189.0,4200.0,FEMALE
