species,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex,encoded_species,scaled_body_mass_g,scaled_culmen_depth_mm,scaled_culmen_length_mm,scaled_flipper_length_mm,island_Biscoe,island_Dream,island_Torgersen
Adelie,32.1,15.5,188.0,3050.0,FEMALE,0.0,-1.440389667242837,-0.8385711917839993,-2.1716944325440224,-0.9211554225930604,0.0,1.0,0.0
Adelie,40.7,17.0,190.0,3725.0,MALE,0.0,-0.596231366448197,-0.07677373935759269,-0.591870123227288,-0.7785087599139456,0.0,1.0,0.0
Adelie,37.3,16.8,192.0,3000.0,FEMALE,0.0,-1.5029199117461436,-0.17834673301444653,-1.2164518269106492,-0.6358620972348308,0.0,1.0,0.0
Adelie,39.0,18.7,185.0,3650.0,MALE,0.0,-0.690026733203157,0.7865967067256678,-0.9041609750689686,-1.1351254166117326,0.0,1.0,0.0
Adelie,39.2,18.6,190.0,4250.0,MALE,0.0,0.06033620083652291,0.7358102098972418,-0.8674208748522999,-0.7785087599139456,0.0,1.0,0.0
Adelie,36.6,18.4,184.0,3475.0,FEMALE,0.0,-0.9088825889647303,0.6342372162403861,-1.3450421776689871,-1.20644874795129,0.0,1.0,0.0
Adelie,36.0,17.8,195.0,3450.0,FEMALE,0.0,-0.9401477112163836,0.32951823526982454,-1.4552624783189922,-0.42189210321615866,0.0,1.0,0.0
Adelie,37.8,18.1,193.0,3750.0,MALE,0.0,-0.5649662441965437,0.48187772575510623,-1.1246015763689785,-0.5645387658952734,0.0,1.0,0.0
Adelie,36.0,17.1,187.0,3700.0,FEMALE,0.0,-0.6274964886998503,-0.02598724252916485,-1.4552624783189922,-0.9924787539326178,0.0,1.0,0.0
Adelie,41.5,18.5,201.0,4000.0,MALE,0.0,-0.2523150216800104,0.6850237130688139,-0.44490972236061566,0.006047884821185643,0.0,1.0,0.0
Chinstrap,46.5,17.9,192.0,3500.0,FEMALE,2.0,-0.8776174667130769,0.38030473209825055,0.47359278305609026,-0.6358620972348308,0.0,1.0,0.0
Chinstrap,50.0,19.5,196.0,3900.0,MALE,2.0,-0.3773755106866237,1.192888681353085,1.1165445368477844,-0.3505687718766013,0.0,1.0,0.0
Chinstrap,51.3,19.2,193.0,3650.0,MALE,2.0,-0.690026733203157,1.0405291908678034,1.3553551882561274,-0.5645387658952734,0.0,1.0,0.0
Chinstrap,45.4,18.7,188.0,3525.0,FEMALE,2.0,-0.8463523444614237,0.7865967067256678,0.2715222318644147,-0.9211554225930604,0.0,1.0,0.0
Chinstrap,52.7,19.8,197.0,3725.0,MALE,2.0,-0.596231366448197,1.3452481718383666,1.6125358897728062,-0.2792454405370439,0.0,1.0,0.0
Chinstrap,45.2,17.8,198.0,3950.0,FEMALE,2.0,-0.31484526618331704,0.32951823526982454,0.23478213164774722,-0.20792210919748652,0.0,1.0,0.0
Chinstrap,46.1,18.2,178.0,3250.0,FEMALE,2.0,-1.1902686892296104,0.5326642225835323,0.400112582622754,-1.6343887359886342,0.0,1.0,0.0
Chinstrap,51.3,18.2,197.0,3750.0,MALE,2.0,-0.5649662441965437,0.5326642225835323,1.3553551882561274,-0.2792454405370439,0.0,1.0,0.0
Chinstrap,46.0,18.9,195.0,4150.0,FEMALE,2.0,-0.0647242881700904,0.8881697003825216,0.38174253251441964,-0.42189210321615866,0.0,1.0,0.0
Chinstrap,51.3,19.9,198.0,3700.0,MALE,2.0,-0.6274964886998503,1.3960346686667928,1.3553551882561274,-0.20792210919748652,0.0,1.0,0.0
Chinstrap,46.6,17.8,193.0,3800.0,FEMALE,2.0,-0.502435999693237,0.32951823526982454,0.49196283316442463,-0.5645387658952734,0.0,1.0,0.0
Chinstrap,51.7,20.3,194.0,3775.0,MALE,2.0,-0.5337011219448904,1.5991806559805022,1.428835388689465,-0.49321543455571604,0.0,1.0,0.0
Chinstrap,47.0,17.3,185.0,3700.0,FEMALE,2.0,-0.6274964886998503,0.075585751127689,0.5654430335977608,-1.1351254166117326,0.0,1.0,0.0
Chinstrap,52.0,18.1,201.0,4050.0,MALE,2.0,-0.18978477717670372,0.48187772575510623,1.4839455390144667,0.006047884821185643,0.0,1.0,0.0
Chinstrap,45.9,17.1,190.0,3575.0,FEMALE,2.0,-0.783822099958117,-0.02598724252916485,0.3633724824060853,-0.7785087599139456,0.0,1.0,0.0
Chinstrap,50.5,19.6,201.0,4050.0,MALE,2.0,-0.18978477717670372,1.2436751781815127,1.208394787389455,0.006047884821185643,0.0,1.0,0.0
